1,0.002225,1,0
2,0.001603,2,0
3,0.001222,3,0
4,0.001213,4,0
5,0.001243,1,0
6,0.001362,2,0
7,0.001483,3,0
8,0.001483,4,0
9,0.001533,5,0
10,0.001663,1,0
11,0.001673,2,0
12,0.001793,3,0
13,0.001934,4,0
14,0.001893,5,0
15,0.001903,2,0
16,0.001963,3,0
17,0.002024,4,0
18,0.002054,5,0
19,0.002134,6,0
20,0.002144,2,0
21,0.002245,3,0
22,0.002264,4,0
23,0.002315,5,0
24,0.002315,6,0
25,0.002365,1,0
26,0.002555,2,0
27,0.002635,3,0
28,0.002715,4,0
29,0.002725,5,0
30,0.002816,2,0
31,0.002906,3,0
32,0.002965,4,0
33,0.002986,5,0
34,0.003066,6,0
35,0.003156,2,0
36,0.003247,3,0
37,0.003266,4,0
38,0.003276,5,0
39,0.003437,6,0
40,0.003497,3,0
41,0.003587,4,0
42,0.003577,5,0
43,0.003646,6,0
44,0.003807,7,0
45,0.003847,3,0
46,0.003887,4,0
47,0.004057,5,0
48,0.003947,6,0
49,0.003948,7,0
50,0.004087,1,0
51,0.004088,2,0
52,0.004228,3,0
53,0.004238,4,0
54,0.004368,5,0
55,0.004409,2,0
56,0.004508,3,0
57,0.004508,4,0
58,0.004699,5,0
59,0.004809,6,0
60,0.004839,2,0
61,0.004869,3,0
62,0.004879,4,0
63,0.005039,5,0
64,0.005119,6,0
65,0.00517,3,0
66,0.00524,4,0
67,0.00524,5,0
68,0.00531,6,0
69,0.00541,7,0
70,0.00555,3,0
71,0.005591,4,0
72,0.00563,5,0
73,0.005621,6,0
74,0.00561,7,0
75,0.005851,2,0
76,0.005801,3,0
77,0.005961,4,0
78,0.005971,5,0
79,0.006061,6,0
80,0.006081,3,0
81,0.006081,4,0
82,0.006222,5,0
83,0.006172,6,0
84,0.006342,7,0
85,0.006332,3,0
86,0.006412,4,0
87,0.006482,5,0
88,0.006472,6,0
89,0.006623,7,0
90,0.006692,4,0
91,0.006743,5,0
92,0.006722,6,0
93,0.006792,7,0
94,0.006953,8,0
95,0.007013,4,0
96,0.007033,5,0
97,0.007043,6,0
98,0.007153,7,0
99,0.007264,8,0
100,0.007254,1,0
101,0.007324,2,0
102,0.007394,3,0
103,0.007514,4,0
104,0.007685,5,0
105,0.007645,2,0
106,0.007654,3,0
107,0.007815,4,0
108,0.007844,5,0
109,0.007935,6,0
110,0.008015,2,0
111,0.008236,3,0
112,0.008196,4,0
113,0.008165,5,0
114,0.008285,6,0
115,0.008426,3,0
116,0.008476,4,0
117,0.008546,5,0
118,0.008536,6,0
119,0.008776,7,0
120,0.008726,3,0
121,0.008956,4,0
122,0.008937,5,0
123,0.008997,6,0
124,0.009117,7,0
125,0.009157,2,0
126,0.009337,3,0
127,0.009338,4,0
128,0.009468,5,0
129,0.009498,6,0
130,0.009608,3,0
131,0.009659,4,0
132,0.009689,5,0
133,0.009648,6,0
134,0.009918,7,0
135,0.010149,3,0
136,0.010049,4,0
137,0.009969,5,0
138,0.010059,6,0
139,0.01022,7,0
140,0.010169,4,0
141,0.01025,5,0
142,0.01035,6,0
143,0.01057,7,0
144,0.01058,8,0
145,0.01053,4,0
146,0.01078,5,0
147,0.01065,6,0
148,0.01067,7,0
149,0.01091,8,0
150,0.011001,2,0
151,0.010981,3,0
152,0.01109,4,0
153,0.011211,5,0
154,0.011281,6,0
155,0.011261,3,0
156,0.011492,4,0
157,0.011331,5,0
158,0.011572,6,0
159,0.011561,7,0
160,0.011752,3,0
161,0.011682,4,0
162,0.011802,5,0
163,0.011922,6,0
164,0.011952,7,0
165,0.012003,4,0
166,0.012022,5,0
167,0.012053,6,0
168,0.012384,7,0
169,0.012333,8,0
170,0.012303,4,0
171,0.012664,5,0
172,0.012564,6,0
173,0.012614,7,0
174,0.012593,8,0
175,0.012684,3,0
176,0.012744,4,0
177,0.012824,5,0
178,0.012844,6,0
179,0.013095,7,0
180,0.013144,4,0
181,0.013105,5,0
182,0.013155,6,0
183,0.013275,7,0
184,0.013205,8,0
185,0.013416,4,0
186,0.013516,5,0
187,0.013546,6,0
188,0.013576,7,0
189,0.013696,8,0
190,0.013796,5,0
191,0.014007,6,0
192,0.013836,7,0
193,0.013946,8,0
194,0.014197,9,0
195,0.014076,5,0
196,0.014397,6,0
197,0.014226,7,0
198,0.014327,8,0
199,0.014467,9,0
200,0.014387,2,0
-1, 4.82224,0 , 0
