2.094540e-02, 5, 200.000000, 1.000000e+00, 1.000000e+00, 2.000000e+00
4.448580e-02, 5, 400.000000, 1.000000e+00, 1.000000e+00, 2.000000e+00
7.032700e-02, 5, 600.000000, 1.000000e+00, 1.000000e+00, 2.000000e+00
9.958160e-02, 5, 800.000000, 1.000000e+00, 1.000000e+00, 2.000000e+00
1.265954e-01, 5, 1000.000000, 1.000000e+00, 1.000000e+00, 2.000000e+00
1.601868e-01, 5, 1200.000000, 1.000000e+00, 1.000000e+00, 2.000000e+00
1.860340e-01, 5, 1400.000000, 1.000000e+00, 1.000000e+00, 2.000000e+00
2.146910e-01, 5, 1600.000000, 1.000000e+00, 1.000000e+00, 2.000000e+00
2.420496e-01, 5, 1800.000000, 1.000000e+00, 1.000000e+00, 2.000000e+00
2.723598e-01, 5, 2000.000000, 1.000000e+00, 1.000000e+00, 2.000000e+00
3.093546e-01, 5, 2200.000000, 1.000000e+00, 1.000000e+00, 2.000000e+00
3.599670e-01, 5, 2400.000000, 1.000000e+00, 1.000000e+00, 2.000000e+00
3.669772e-01, 5, 2600.000000, 1.000000e+00, 1.000000e+00, 2.000000e+00
4.029976e-01, 5, 2800.000000, 1.000000e+00, 1.000000e+00, 2.000000e+00
4.342078e-01, 5, 3000.000000, 1.000000e+00, 1.000000e+00, 2.000000e+00
4.593962e-01, 5, 3200.000000, 1.000000e+00, 1.000000e+00, 2.000000e+00
4.974044e-01, 5, 3400.000000, 1.000000e+00, 1.000000e+00, 2.000000e+00
5.556308e-01, 5, 3600.000000, 1.000000e+00, 1.000000e+00, 2.000000e+00
5.569252e-01, 5, 3800.000000, 1.000000e+00, 1.000000e+00, 2.000000e+00
6.190150e-01, 5, 4000.000000, 1.000000e+00, 1.000000e+00, 2.000000e+00
6.257414e-01, 5, 4200.000000, 1.000000e+00, 1.000000e+00, 2.000000e+00
6.782238e-01, 5, 4400.000000, 1.000000e+00, 1.000000e+00, 2.000000e+00
7.689770e-01, 5, 4600.000000, 1.000000e+00, 1.000000e+00, 2.000000e+00
7.328082e-01, 5, 4800.000000, 1.000000e+00, 1.000000e+00, 2.000000e+00
7.633772e-01, 5, 5000.000000, 1.000000e+00, 1.000000e+00, 2.000000e+00
8.253814e-01, 5, 5200.000000, 1.000000e+00, 1.000000e+00, 2.000000e+00
8.250364e-01, 5, 5400.000000, 1.000000e+00, 1.000000e+00, 2.000000e+00
8.602654e-01, 5, 5600.000000, 1.000000e+00, 1.000000e+00, 2.000000e+00
9.289630e-01, 5, 5800.000000, 1.000000e+00, 1.000000e+00, 2.000000e+00
9.423826e-01, 5, 6000.000000, 1.000000e+00, 1.000000e+00, 2.000000e+00
9.848865e-01, 5, 6200.000000, 1.000000e+00, 1.000000e+00, 2.000000e+00
1.006693e+00, 5, 6400.000000, 1.000000e+00, 1.000000e+00, 2.000000e+00
1.195982e+00, 5, 6600.000000, 1.000000e+00, 1.000000e+00, 2.000000e+00
2.324355e+00, 5, 6800.000000, 1.000000e+00, 1.000000e+00, 2.000000e+00
